retail_price,discount_percentage,product_name_length,description_length,brand_frequency,product_rating
999.0,70.07007007007007,22,616,5864,
18350.0,4.997275204359673,29,1020,9,
599.0,62.43739565943238,55,241,5864,
1099.0,70.06369426751591,89,773,3,
1999.0,15.70785392696348,44,1012,144,
1099.0,40.03639672429482,51,233,5864,5.0
1499.0,40.0266844563042,27,185,288,
1299.0,77.13625866050808,33,197,288,
499.0,60.120240480961925,36,762,5864,
699.0,28.61230329041488,23,183,5864,
1797.0,75.01391207568169,35,199,41,
2199.0,45.47521600727604,87,1528,6,
999.0,55.05505505505506,27,441,5864,3.0
599.0,8.180300500834726,53,277,5864,
2800.0,67.14285714285714,37,205,469,
781.0,29.577464788732392,45,154,3,
1499.0,56.70446964643096,41,896,21,
1399.0,50.03573981415297,41,1318,1,
1590.0,56.60377358490566,10,136,1,3.5
2499.0,26.010404161664667,76,1257,13,
2499.0,48.019207683073226,43,170,9,
2450.0,62.44897959183674,37,205,469,
39999.0,37.50093752343809,39,3309,3,
850.0,0.0,35,319,5864,
1198.0,44.99165275459098,36,207,5864,
999.0,50.05005005005005,39,213,5864,
1450.0,27.58620689655172,48,766,5864,
410.0,10.0,28,185,299,
2500.0,52.0,41,1611,3,
2199.0,72.76034561164165,42,639,250,
2000.0,50.0,56,737,2,
899.0,20.13348164627364,43,215,5864,
599.0,33.3889816360601,42,213,38,
2390.0,58.36820083682008,28,472,4,
2999.0,50.01667222407469,31,526,17,
999.0,70.47047047047047,34,820,2,
1150.0,67.3913043478261,34,197,16,4.0
1450.0,27.93103448275862,72,199,6,
699.0,64.37768240343348,25,259,5864,
2199.0,72.76034561164165,42,639,250,
1499.0,0.0,43,1424,8,
759.0,0.0,45,221,3,2.0
600.0,33.33333333333333,34,911,7,
1799.0,44.469149527515285,29,1490,17,
22630.0,0.0,49,159,1,
999.0,60.06006006006006,22,172,5864,
999.0,50.05005005005005,42,538,5864,
1290.0,30.0,45,220,5864,
310.0,3.225806451612903,24,177,1,
595.0,20.0,55,327,5864,4.8
2099.0,38.11338732729872,31,194,71,
899.0,66.74082313681868,41,561,3,
799.0,50.06257822277848,27,185,1,
2199.0,72.76034561164165,42,639,250,
2599.0,74.79799923047325,43,361,4,
1099.0,70.06369426751591,47,247,5864,
2199.0,55.47976352887676,41,918,5,
1498.0,70.02670226969292,52,233,1,
1199.0,59.216013344453714,19,229,1,
499.0,60.120240480961925,33,759,5864,
999.0,0.0,45,697,3,
449.0,26.7260579064588,47,886,5864,
699.0,35.7653791130186,52,230,8,
999.0,0.0,29,471,299,
399.0,0.0,29,315,14,
480.0,0.0,21,171,299,
30600.0,35.0,27,1457,31,
1725.0,60.0,31,191,10,
1499.0,50.03335557038026,43,131,7,
550.0,36.54545454545455,31,193,5,
899.0,38.9321468298109,54,241,5864,
1499.0,20.08005336891261,40,964,5864,
1290.0,45.81395348837209,48,227,3,
999.0,50.05005005005005,36,201,5864,
15500.0,31.89677419354839,51,179,22,4.5
5373.0,0.0,61,905,2,
1999.0,0.0,16,170,5864,3.0
1040.0,47.11538461538461,43,1199,72,1.0
895.0,34.97206703910615,43,216,5864,
2800.0,67.14285714285714,43,217,469,
49845.0,30.001003109639885,52,235,4,
670.0,0.0,43,216,5864,
969.0,12.38390092879257,51,526,299,
1429.0,30.09097270818754,33,200,5864,
150.0,20.0,36,203,4,
780.0,37.69230769230769,21,171,299,
925.0,24.97297297297297,42,212,5864,
499.0,60.120240480961925,42,768,5864,
1000.0,60.1,36,217,167,
800.0,18.875,46,193,2,
425.0,0.0,37,419,2,
1690.0,0.0,18,372,3,
510.0,19.607843137254903,28,185,299,
547.0,41.13345521023766,31,675,6,
4500.0,11.11111111111111,17,144,14,3.2
899.0,66.85205784204672,22,186,167,
1200.0,50.083333333333336,12,1288,5864,
1099.0,72.79344858962693,46,547,7,
2260.0,15.0,40,2141,1,
1275.0,58.58823529411765,25,521,1,
349.0,29.799426934097426,15,254,2,
299.0,50.16722408026756,41,511,8,
999.0,40.04004004004004,42,639,250,
399.0,25.062656641604008,47,187,5864,
4900.0,67.36734693877551,39,210,469,
647.0,56.10510046367851,33,200,48,
899.0,50.055617352614014,35,525,5864,
1099.0,9.099181073703368,56,177,5864,5.0
800.0,0.0,44,215,5864,
650.0,46.15384615384615,18,165,18,5.0
899.0,40.04449388209122,49,241,5864,
1500.0,53.400000000000006,41,230,14,
1999.0,33.36668334167084,61,150,95,
2299.0,0.0,26,1302,5864,5.0
1499.0,53.36891260840561,33,195,5864,
999.0,30.03003003003003,47,1031,17,
899.0,55.61735261401557,42,254,14,
999.0,60.06006006006006,51,304,3,
899.0,50.055617352614014,38,204,5864,
500.0,54.0,34,197,26,
699.0,42.91845493562232,14,166,5864,
999.0,58.95895895895896,43,215,167,
2400.0,54.208333333333336,33,874,5,
199.0,15.07537688442211,48,227,5864,
875.0,0.0,29,191,1,
2049.0,0.0,34,198,5864,
999.0,60.06006006006006,43,559,100,
1599.0,34.39649781113196,39,128,6,
599.0,60.10016694490818,36,895,13,
650.0,54.0,29,815,5864,
1099.0,68.24385805277525,22,182,5864,
560.0,19.642857142857142,41,865,2,
2800.0,36.07142857142857,48,2032,3,
599.0,50.08347245409015,26,289,3,
1500.0,46.73333333333333,40,128,3,
550.0,45.45454545454545,35,624,51,
250.0,20.4,18,165,12,
599.0,50.08347245409015,20,169,13,
999.0,60.06006006006006,37,219,110,
2949.0,69.98982706002035,27,567,6,
425.0,9.88235294117647,27,183,37,
999.0,40.04004004004004,63,151,95,
3530.0,55.52407932011332,81,853,7,4.0
999.0,60.06006006006006,41,211,5864,
349.0,0.0,24,451,1,
445.0,0.0,30,1243,2,
800.0,58.875,34,198,85,
499.0,40.08016032064128,32,307,2,
1149.0,13.054830287206268,33,195,8,
523.0,54.302103250478005,26,114,3,
47704.0,29.999580747945664,70,271,22,
999.0,67.06706706706707,63,854,36,
795.0,0.0,40,338,5864,5.0
749.0,57.27636849132176,33,193,5864,
599.0,8.347245409015025,21,109,9,
1499.0,26.684456304202804,14,169,5864,
399.0,0.0,27,184,5864,
599.0,50.08347245409015,24,177,79,
3499.0,54.301228922549306,17,676,4,
1999.0,60.03001500750376,39,127,7,
599.0,33.3889816360601,32,194,5864,
400.0,55.00000000000001,45,1478,1,
999.0,55.05505505505506,39,207,29,5.0
999.0,70.07007007007007,49,227,5,
700.0,50.142857142857146,57,243,12,
1500.0,41.333333333333336,32,375,10,
2999.0,50.01667222407469,27,609,1,
1555.0,49.19614147909968,57,1086,1,
499.0,60.120240480961925,42,768,5864,
699.0,28.61230329041488,19,167,5864,
390.0,10.256410256410255,29,176,5864,
1699.0,30.01765744555621,19,593,5864,
1699.0,58.85815185403178,25,434,3,
4200.0,67.14285714285714,38,208,469,
375.0,6.666666666666667,48,195,5864,
359.0,58.495821727019504,36,202,22,
1299.0,53.88760585065435,38,1913,34,
999.0,40.04004004004004,63,151,95,
1499.0,73.3822548365577,19,159,5864,
399.0,52.63157894736842,42,215,27,
41863.0,23.022716957695337,58,247,99,
749.0,0.0,35,621,3,
395.0,37.9746835443038,50,229,33,
899.0,20.13348164627364,43,895,5864,
5999.0,0.0,37,126,53,
815.0,35.58282208588957,51,233,5,
44875.0,15.0016713091922,40,211,25,
399.0,32.581453634085214,19,921,5,
8690.0,5.005753739930955,36,468,2,
27136.0,29.19369103773585,49,229,211,
899.0,10.011123470522804,41,210,100,5.0
1399.0,50.03573981415297,25,179,5,
1595.0,0.0,25,322,3,
1200.0,60.0,20,169,16,
999.0,50.05005005005005,35,567,314,
845.0,5.44378698224852,46,225,5864,
299.0,10.367892976588628,35,491,1,
450.0,68.88888888888889,48,225,167,4.0
7499.0,40.00533404453927,79,307,5864,1.0
899.0,44.493882091212456,50,237,5864,
1199.0,41.70141784820684,26,183,14,
550.0,36.36363636363637,21,171,11,
1199.0,66.72226855713093,67,263,9,
2000.0,29.9,38,374,14,
1999.0,15.70785392696348,58,1025,144,
1999.0,0.0,25,191,5864,
270.0,29.629629629629623,28,460,299,
448.0,22.098214285714285,41,383,5864,3.0
360.0,2.7777777777777777,32,179,5864,
36811.0,19.999456684143325,52,235,132,
799.0,50.06257822277848,36,199,288,
350.0,28.57142857142857,36,203,15,
1399.0,30.021443888491778,27,621,5864,
380.0,15.789473684210526,19,167,12,
35609.0,30.000842483641776,52,235,4,
2200.0,38.63636363636363,11,138,6,5.0
699.0,65.80829756795423,32,193,44,
2495.0,63.967935871743485,49,228,5864,5.0
12999.0,67.63597199784599,57,2964,2,
849.0,73.4982332155477,41,212,85,
999.0,60.06006006006006,51,231,46,
499.0,60.120240480961925,41,767,5864,
350.0,14.571428571428571,43,505,17,
1250.0,60.08,46,408,5864,
799.0,50.06257822277848,38,215,29,
647.0,56.10510046367851,33,200,48,
3140.0,55.73248407643312,27,756,110,
1700.0,45.47058823529412,28,187,5864,
499.0,60.120240480961925,42,768,5864,
655.0,0.0,44,260,5864,
310.0,16.129032258064516,38,441,15,
2500.0,64.03999999999999,48,258,5864,3.5
999.0,45.04504504504504,29,1411,1,3.8
1500.0,51.33333333333333,30,191,66,
1399.0,50.03573981415297,48,2078,25,
8190.0,4.993894993894994,29,188,9,
499.0,60.120240480961925,48,774,5864,
570.0,29.82456140350877,43,215,5864,
2000.0,15.0,54,244,5864,
699.0,65.80829756795423,32,193,44,
1550.0,51.2258064516129,29,182,5864,
1999.0,0.0,43,1605,2,
499.0,62.12424849699399,44,277,1,
3150.0,57.14285714285714,37,206,469,
779.0,56.35430038510911,33,769,48,
24300.0,19.91769547325103,47,3732,1,
1134.0,0.0,21,543,1,
500.0,37.0,36,203,42,
45999.0,13.04376182090915,28,187,25,
1045.0,61.81818181818181,23,189,5864,
115.0,0.0,49,262,5,
5900.0,0.0,15,142,4,
459.0,56.644880174291934,113,1341,74,
4500.0,60.0,38,214,2,
3799.0,76.7570413266649,18,318,5,
3999.0,60.01500375093774,66,472,2,
11037.0,0.0,28,97,1,
999.0,4.904904904904905,19,178,5864,
1200.0,79.16666666666666,33,195,40,
630.0,44.44444444444444,28,672,51,
399.0,0.0,29,187,8,
599.0,33.3889816360601,42,228,5864,
975.0,9.743589743589745,45,317,5864,
3999.0,50.01250312578145,18,172,5864,
699.0,64.2346208869814,43,213,110,
2499.0,25.01000400160064,50,243,5864,
1385.0,27.870036101083038,39,209,1,
799.0,50.06257822277848,16,815,8,
2199.0,72.76034561164165,42,639,250,
395.0,18.9873417721519,48,200,5864,4.3
1200.0,79.16666666666666,31,191,40,
1225.0,20.0,18,167,1,1.0
999.0,34.93493493493494,80,291,4,
1999.0,15.70785392696348,44,171,144,
3000.0,38.5,16,717,9,
1899.0,0.0,34,207,5864,
500.0,56.00000000000001,45,635,13,
999.0,40.04004004004004,35,199,5864,
1550.0,51.2258064516129,29,715,5864,
199.0,0.0,34,175,4,
1300.0,40.0,72,275,2,5.0
855.0,33.33333333333333,109,1014,3,
1060.0,50.0,22,173,299,
350.0,14.571428571428571,43,503,17,
4900.0,67.36734693877551,44,220,469,
599.0,58.43071786310517,61,170,3,
48375.0,29.998966408268736,70,271,22,
500.0,20.200000000000003,27,183,8,
1999.0,52.52626313156578,29,300,1,
999.0,50.05005005005005,50,646,5864,
1049.0,60.05719733079123,41,217,9,
4280.0,11.682242990654206,69,1259,1,
599.0,76.62771285475793,28,185,167,
499.0,20.04008016032064,20,160,5864,
350.0,22.857142857142858,54,562,1,
8538.0,0.0,74,502,2,
1699.0,45.02648616833432,37,208,5864,
1485.0,52.92929292929293,16,156,5864,
350.0,14.571428571428571,37,492,17,
2999.0,83.36112037345782,46,221,3,
899.0,44.493882091212456,36,171,5864,2.4
2100.0,28.57142857142857,47,333,5864,
1700.0,52.0,40,266,5,
1600.0,50.0,65,259,4,
899.0,30.03337041156841,53,815,4,
570.0,17.543859649122805,34,202,5864,
399.0,32.581453634085214,19,921,5,
1199.0,48.29024186822352,26,200,1,
398.0,0.0,36,197,5864,3.0
899.0,45.05005561735261,48,231,314,
1199.0,35.029190992493746,40,211,5864,
3650.0,70.0,21,339,26,
1399.0,40.10007147962831,29,193,5864,
1599.0,0.0,37,216,5864,1.0
29990.0,29.00966988996332,45,171,22,4.3
599.0,50.08347245409015,51,968,7,
999.0,50.05005005005005,19,164,2,
750.0,30.0,22,1094,5864,
1400.0,42.92857142857143,40,1576,1,
38890.0,0.0,82,313,13,5.0
1120.0,50.89285714285714,30,1789,66,
599.0,58.26377295492488,35,218,1,
4900.0,67.36734693877551,39,210,469,
399.0,60.15037593984962,39,1270,21,
999.0,75.07507507507508,57,965,13,
1599.0,65.35334584115073,55,240,5864,
39730.0,26.038258243141204,55,241,211,
499.0,61.923847695390776,30,188,100,
899.0,0.0,28,187,5,
1495.0,36.58862876254181,42,215,1,
1999.0,85.04252126063031,27,183,7,
109.0,30.275229357798167,50,189,5864,
695.0,30.071942446043167,40,209,33,
1999.0,4.95247623811906,33,208,5864,
1599.0,50.03126954346466,42,265,14,
1399.0,67.90564689063618,27,183,7,
399.0,25.062656641604008,18,363,2,
1250.0,72.0,39,207,1,
1199.0,58.38198498748957,26,183,14,
1299.0,46.18937644341801,32,254,5864,
2999.0,66.68889629876625,41,1003,30,
725.0,14.896551724137929,75,281,5864,
725.0,0.0,49,310,5864,
2795.0,34.991055456171736,33,204,1,
1797.0,66.66666666666666,43,131,6,5.0
5990.0,26.56093489148581,54,181,17,4.1
27603.0,28.23968409230881,45,221,211,
1180.0,65.2542372881356,46,221,25,
500.0,0.0,19,167,4,
999.0,58.45845845845846,31,191,314,
599.0,41.736227045075125,45,427,5,
2500.0,32.0,44,527,8,
28374.0,0.0,52,495,16,
1499.0,56.70446964643096,59,654,17,
399.0,75.18796992481202,38,722,6,
699.0,0.0,37,204,5864,
2499.0,85.03401360544217,34,398,2,
1599.0,40.21263289555972,20,160,5864,
2399.0,25.01042100875365,79,1272,13,
2199.0,65.93906321055026,49,657,1,
149.0,13.422818791946307,59,199,5864,
2000.0,42.55,25,182,48,
280.0,0.0,21,168,5864,
699.0,28.61230329041488,51,1111,3,
1200.0,58.41666666666666,40,214,72,
1900.0,50.0,42,213,5864,
529.0,26.46502835538752,27,183,299,
1099.0,40.12738853503185,33,817,5864,
350.0,8.571428571428571,28,185,30,
1600.0,79.375,24,177,41,
789.0,33.33333333333333,28,1155,5,
2500.0,28.000000000000004,39,210,59,
9999.0,25.002500250025,66,264,4,
499.0,44.88977955911824,45,306,5,
350.0,10.0,53,235,37,
799.0,28.035043804755944,37,203,5864,
450.0,0.0,37,205,12,2.3
1000.0,15.0,33,119,5864,
499.0,30.060120240480963,39,230,5864,
1899.0,0.0,34,200,110,
849.0,10.011778563015312,37,202,5864,
899.0,54.94994438264739,41,217,5864,
3999.0,57.51437859464866,61,188,37,
1299.0,60.20015396458815,35,945,1,
580.0,0.0,44,196,5864,
349.0,40.11461318051576,27,183,8,
499.0,60.120240480961925,34,1540,13,
3799.0,60.0157936299026,32,204,5864,
599.0,20.03338898163606,26,302,36,1.0
299.0,0.0,36,201,5864,
750.0,66.66666666666666,76,2504,15,
1299.0,76.98229407236336,41,1477,4,
1499.0,10.00667111407605,84,300,3,
999.0,80.08008008008008,31,191,2,
1001.0,41.95804195804196,38,207,2,
599.0,78.29716193656094,24,178,12,
599.0,20.03338898163606,26,784,36,3.8
32609.0,20.000613327608946,52,401,132,
399.0,25.062656641604008,29,187,1,
1199.0,70.89241034195163,39,1074,3,
599.0,16.69449081803005,18,190,5864,
899.0,50.055617352614014,41,215,5864,
34997.0,21.430408320713205,58,247,13,
849.0,10.011778563015312,37,203,5864,
500.0,24.4,40,209,7,
695.0,2.877697841726619,47,337,5864,4.5
699.0,64.37768240343348,54,818,4,
1085.0,25.437788018433174,42,160,5864,4.7
210.0,55.23809523809524,41,211,167,3.0
499.0,23.246492985971944,36,156,5864,
999.0,85.08508508508508,40,209,22,
3748.0,39.994663820704375,68,157,7,
1699.0,41.20070629782225,38,223,3,
2099.0,23.820867079561697,21,182,5864,
899.0,63.40378197997776,51,469,1,
1499.0,60.04002668445631,36,207,5864,
501.0,9.98003992015968,38,207,2,
1881.0,37.79904306220095,23,178,7,
4900.0,67.36734693877551,41,214,469,
1699.0,63.50794585050029,35,1123,3,
650.0,50.0,26,181,25,
1595.0,37.36677115987461,43,215,5864,
974.0,23.100616016427107,40,403,5,
450.0,0.0,28,185,299,
499.0,60.120240480961925,43,769,5864,
2199.0,72.76034561164165,42,639,250,
2760.0,50.03623188405797,67,264,5,
2150.0,50.0,35,501,5864,
800.0,15.625,36,292,15,
1099.0,45.04094631483167,41,211,5864,
15783.0,44.7506811125895,20,315,25,
1999.0,70.03501750875438,31,119,12,
899.0,0.0,45,225,5864,
300.0,15.0,23,175,7,
600.0,15.0,94,319,5864,
1199.0,37.53127606338615,43,216,5864,
1599.0,40.21263289555972,19,159,5864,
1200.0,50.083333333333336,12,168,5864,
599.0,36.727879799666105,15,1551,2,
2000.0,50.05,27,183,15,
1199.0,20.01668056713928,27,189,5864,
1230.0,60.0,20,169,16,
545.0,64.58715596330276,144,906,1,
26856.0,28.976764968722076,53,237,211,
2495.0,10.02004008016032,47,358,5864,2.0
3699.0,32.441200324412,39,166,8,4.0
99.0,0.0,54,193,5864,
785.0,25.095541401273884,36,203,4,
1500.0,46.73333333333333,51,233,59,
1999.0,50.025012506253134,74,279,1,
499.0,0.0,28,190,5864,
1599.0,70.91932457786116,39,207,5864,
2149.0,57.23592368543508,29,117,23,
999.0,51.95195195195195,52,623,1,
499.0,21.8436873747495,39,221,5864,
1499.0,0.0,44,470,5864,
3150.0,57.14285714285714,37,206,469,
4900.0,67.36734693877551,42,216,469,
835.0,11.976047904191615,29,187,288,
2100.0,14.285714285714285,27,217,5864,5.0
598.0,33.27759197324415,47,194,5864,
1399.0,55.03931379556827,39,206,5864,
549.0,10.018214936247723,44,217,37,
799.0,50.06257822277848,47,228,314,
908.0,50.0,40,1688,19,
930.0,0.0,27,182,5864,
299.0,33.44481605351171,56,241,35,
4200.0,67.14285714285714,42,216,469,
1350.0,0.0,32,196,15,
799.0,50.06257822277848,58,554,5864,
999.0,30.03003003003003,28,1293,2,
799.0,50.06257822277848,23,267,36,
799.0,43.92991239048811,83,1156,16,
899.0,70.07786429365962,45,219,155,
1299.0,53.88760585065435,40,310,1,
1250.0,0.0,45,219,5864,
449.0,55.23385300668152,30,294,3,
1599.0,53.15822388993121,46,419,5,2.0
3360.0,0.0,14,332,1,3.0
700.0,21.428571428571427,35,197,5864,
3149.0,44.680851063829785,14,168,5864,
788.0,36.6751269035533,45,1027,14,5.0
999.0,40.04004004004004,24,436,24,
699.0,40.05722460658083,37,202,5864,
900.0,52.33333333333333,19,159,5864,
22946.0,10.995380458467707,55,241,99,
499.0,41.883767535070135,54,1272,11,
1000.0,60.1,42,214,314,
13903.0,29.99352657699777,42,1263,8,
1199.0,62.55212677231026,42,214,5864,
599.0,66.7779632721202,34,834,5,
850.0,53.05882352941177,49,226,71,
2199.0,72.76034561164165,42,634,250,
399.0,50.125313283208015,26,181,5,
999.0,57.05705705705706,38,206,85,
1699.0,70.62978222483814,19,173,5864,
799.0,62.57822277847309,44,218,85,5.0
2300.0,80.47826086956522,28,185,2,5.0
899.0,45.05005561735261,57,242,5864,
1699.0,38.25779870512066,38,127,6,
1100.0,63.727272727272734,39,207,15,
7794.0,56.38953040800616,62,256,27,
599.0,61.26878130217028,54,235,110,
999.0,50.05005005005005,74,399,5,
800.0,62.5,25,179,6,
2199.0,72.76034561164165,44,641,250,
769.0,46.16384915474642,65,259,299,
849.0,20.141342756183743,41,211,5864,
2149.0,13.959981386691483,37,1100,3,
1399.0,0.0,34,200,110,
750.0,50.0,17,732,5,
999.0,0.0,44,347,5864,4.3
1020.0,55.88235294117647,67,217,53,
999.0,40.04004004004004,61,249,5864,
1200.0,75.08333333333333,24,177,25,
1299.0,46.34334103156274,38,2549,34,
1196.0,68.31103678929766,43,215,14,
699.0,78.826895565093,43,217,4,
1399.0,50.03573981415297,24,178,5864,
940.0,49.46808510638298,67,263,53,
4795.0,62.56517205422315,32,201,5864,
2895.0,41.3126079447323,64,385,101,
2889.0,0.0,52,188,5864,
1299.0,53.88760585065435,38,164,34,
1499.0,40.0266844563042,54,746,5864,
850.0,30.58823529411765,36,242,42,
1040.0,47.11538461538461,28,307,2,
1300.0,6.230769230769231,44,197,5864,4.0
1499.0,63.37558372248166,51,1394,45,
1199.0,0.0,51,242,5864,
4900.0,67.36734693877551,38,208,469,
1299.0,61.585835257890686,57,335,79,
1283.0,33.35931410756041,36,566,8,
2499.0,46.77871148459384,18,145,26,4.3
1499.0,55.03669112741828,26,181,5864,
45345.0,16.66776932407101,40,421,211,
1999.0,50.22511255627814,33,195,5,
999.0,60.06006006006006,41,211,11,
950.0,10.526315789473683,52,335,5864,3.0
600.0,33.666666666666664,29,1065,1,
850.0,50.0,41,211,53,
34283.0,29.434413557739987,49,229,211,
499.0,30.060120240480963,21,161,5864,
2158.0,27.24745134383689,45,222,83,
2900.0,51.75862068965517,45,1983,12,
2499.0,68.02721088435374,52,706,1,
2599.0,0.0,55,767,5864,
1040.0,47.11538461538461,49,209,1,
1455.0,29.96563573883161,24,151,1,
26054.0,0.0,69,269,2,
845.0,27.810650887573964,42,194,5864,
1299.0,53.88760585065435,36,201,4,
469.0,36.24733475479744,69,267,299,
1899.0,52.6592943654555,32,726,5864,
849.0,55.35924617196702,59,695,167,
1999.0,15.70785392696348,46,541,144,
1018.0,36.2475442043222,37,205,4,
1599.0,69.10569105691057,62,1220,1,
599.0,59.93322203672789,55,240,22,
730.0,4.2465753424657535,25,323,5864,
2999.0,11.237079026342114,52,363,5864,
295.0,0.0,67,265,5864,
799.0,71.8397997496871,26,525,3,
795.0,20.0,43,1507,6,
3650.0,49.31506849315068,50,1123,3,
4999.0,30.006001200240046,48,360,6,
1499.0,63.37558372248166,51,1394,45,
1395.0,14.336917562724013,41,211,5864,
2599.0,42.32397075798384,31,157,1,4.0
1299.0,42.34026173979984,22,175,14,1.0
790.0,64.55696202531645,71,2273,10,
5999.0,0.0,37,126,53,
1399.0,40.02859185132237,31,192,5864,
999.0,50.05005005005005,39,206,5864,3.0
2450.0,62.44897959183674,43,217,469,
666.0,55.1051051051051,47,225,5864,
2199.0,72.76034561164165,44,641,250,
899.0,50.055617352614014,29,353,5864,
649.0,9.244992295839753,30,118,2,
399.0,75.43859649122807,53,736,6,
699.0,30.042918454935624,47,223,8,
1100.0,18.272727272727277,46,223,59,
950.0,57.89473684210527,36,201,8,
999.0,33.83383383383383,45,969,2,
699.0,65.80829756795423,32,193,44,
2025.0,57.58024691358025,42,215,5864,
1010.0,10.990099009900993,33,195,8,
1915.0,49.97389033942559,24,503,4,
1499.0,63.37558372248166,51,1394,45,
1800.0,61.16666666666667,81,291,15,
2999.0,16.672224074691563,70,272,1,
592.0,0.0,17,165,6,
1199.0,58.38198498748957,19,190,5864,
1200.0,55.91666666666667,24,177,2,4.0
1200.0,0.0,71,748,2,
3299.0,30.009093664746896,30,600,5864,
1499.0,0.0,54,181,8,
599.0,16.69449081803005,94,319,4,
3600.0,38.88888888888889,37,206,2,
598.0,50.0,49,226,5864,
700.0,50.142857142857146,16,535,2,
429.0,0.0,34,833,6,
795.0,0.0,31,663,1,
999.0,60.06006006006006,35,200,5864,4.7
499.0,40.08016032064128,43,692,11,
999.0,50.05005005005005,56,927,4,
995.0,29.94974874371859,39,111,5864,
1099.0,63.69426751592356,51,231,314,
2299.0,69.98695084819487,28,660,5864,
599.0,71.78631051752922,46,1108,9,
189.0,5.291005291005291,56,196,5864,
1400.0,10.285714285714285,11,256,1,
1763.0,74.53204764605785,35,995,41,
1050.0,43.42857142857143,39,1011,141,
499.0,20.04008016032064,67,917,1,
24548.0,20.001629460648527,62,255,132,
1399.0,78.77055039313795,33,196,288,
350.0,0.0,36,201,2,
1849.0,52.460789616008654,39,278,10,
1200.0,70.91666666666666,28,191,5864,
1790.0,0.0,18,388,3,
699.0,28.61230329041488,23,243,4,
5059.0,19.924886341174144,87,485,4,
1100.0,9.181818181818182,20,146,41,
999.0,60.16016016016016,19,782,4,
3499.0,20.005715918833957,29,198,5864,
1998.0,62.51251251251251,43,413,5864,
1699.0,61.801059446733376,50,231,5864,
1295.0,0.0,40,450,2,
738.0,50.0,56,241,1,
799.0,43.80475594493116,16,156,5864,4.0
4200.0,67.14285714285714,42,216,469,
1019.0,30.02944062806673,42,156,5864,
949.0,69.54689146469968,37,209,167,
999.0,50.05005005005005,59,888,3,
599.0,71.95325542570951,51,153,2,
570.0,29.82456140350877,43,215,5864,5.0
2199.0,72.76034561164165,42,639,250,
2089.0,80.03829583532792,42,213,9,
1600.0,3.125,69,222,5864,
1704.0,81.2793427230047,23,469,5864,
1798.0,66.74082313681868,24,188,5864,
946.0,62.36786469344609,36,570,5864,
899.0,0.0,28,185,5864,4.0
315.0,40.0,45,185,5864,
1044.0,33.04597701149425,27,210,1,
999.0,50.05005005005005,35,1107,72,
1100.0,28.18181818181818,95,608,6,
2199.0,72.76034561164165,42,639,250,
1099.0,73.06642402183805,32,280,3,
570.0,0.0,63,257,2,
1800.0,16.72222222222222,60,1124,5864,
2499.0,50.02000800320128,35,204,1,3.0
598.0,0.0,39,213,1,
350.0,14.571428571428571,37,484,17,
2000.0,25.05,71,734,33,
1599.0,40.21263289555972,19,159,5864,
2299.0,5.48064375815572,16,260,4,
1599.0,50.03126954346466,31,506,2,
799.0,0.0,41,357,5864,3.5
999.0,40.04004004004004,25,444,24,
1183.0,49.36601859678783,36,203,5864,
3288.0,50.0,39,220,5864,
855.0,0.0,40,248,5864,
1999.0,50.025012506253134,32,208,5864,4.5
999.0,40.04004004004004,29,189,21,
2299.0,39.147455415398,29,622,3,
399.0,45.11278195488722,22,492,2,
799.0,56.82102628285357,85,1388,2,
1149.0,0.0,34,521,1,
495.0,20.2020202020202,20,169,3,
1140.0,71.49122807017544,63,255,25,
549.0,49.90892531876138,42,650,5864,
3390.0,17.699115044247787,36,204,2,5.0
800.0,50.125,52,234,5864,
2100.0,47.66666666666667,30,300,3,
300.0,56.00000000000001,29,437,5864,
400.0,0.0,47,194,5864,
1299.0,42.26327944572749,68,3538,27,
849.0,73.4982332155477,29,192,71,
2199.0,72.76034561164165,42,639,250,
295.0,6.779661016949152,47,199,5864,4.0
2959.0,69.68570462994255,30,190,5864,5.0
649.0,61.63328197226502,26,181,155,5.0
425.0,6.11764705882353,48,225,40,
3700.0,15.0,38,352,1,
1000.0,50.1,24,124,41,
399.0,27.56892230576441,16,163,5864,2.5
499.0,78.15631262525051,45,219,155,
600.0,50.16666666666667,54,237,2,
1299.0,53.88760585065435,32,824,20,
4900.0,67.36734693877551,40,212,469,
2299.0,34.797738147020446,22,589,16,
999.0,85.08508508508508,40,209,22,
750.0,58.66666666666666,76,2278,10,
1817.0,41.16675839295542,32,441,10,
680.0,0.0,38,205,26,
999.0,60.06006006006006,51,231,46,
4396.0,51.910828025477706,64,564,14,
300.0,46.66666666666666,38,178,5864,
2985.0,70.01675041876047,21,317,26,
599.0,62.43739565943238,46,1457,5864,
350.0,27.142857142857142,23,175,7,
999.0,50.05005005005005,42,213,5864,
2895.0,48.22107081174439,46,173,101,
995.0,49.84924623115578,40,730,314,
499.0,50.1002004008016,31,190,5864,
225.0,13.333333333333334,27,183,7,
1347.0,66.66666666666666,32,538,12,
2400.0,55.04166666666666,39,698,5,
1299.0,53.88760585065435,38,1891,34,
3700.0,0.0,52,572,9,
529.0,41.58790170132325,47,266,9,
8093.0,0.0,30,450,1,
1000.0,30.1,29,196,5864,
499.0,40.08016032064128,53,1390,11,
649.0,7.704160246533127,18,158,5864,
1050.0,43.42857142857143,39,999,141,
1199.0,66.72226855713093,40,210,288,
